sn,z,tmax,mb,dmb,dm15,dm15err,color,dcolor
SDSS6315,0.267,53675.3374379258,20.8948678112236,0.023389750649606,0.933887270766476,0.078241010740388,,
SDSS5844,0.311,53664.2365919323,21.6226810268269,0.046192665228888,1.01531709646796,0.054919399919982,,
SDSS7512,0.219,53681.3755019185,21.1121113102038,0.033450974275754,0.806523366321976,0.071016249745561,,
SDSS2422,0.265,53638.8956899179,21.115993656567,0.029538720638533,0.836785022757269,0.074396851000056,,
SDSS3087,0.165,53648.4532299268,20.2224444891613,0.028575390143932,1.08854898956198,0.046104730676545,0.005506178838765,0.040303636406335
SDSS2789,0.29,53636.6343699272,21.5490670285129,0.052295237219407,1.33139785867643,0.123638550209504,,
SDSS762,0.191,53627.2256809684,20.6859832200488,0.022852166651579,1.21367019394943,0.07495417790884,0.06136891850521,0.033968959297069
SDSS2689,0.162,53637.2169999491,20.2191775614304,0.028006594718928,0.970397108463587,0.048982252190133,0.00441840735548,0.042183157507725
SDSS1371,0.119,53632.2276999671,19.0413846076973,0.02404314948031,0.918218086642064,0.041508595465492,-0.09773587054579,0.040209092822745
SDSS9467,0.218,53687.5397719379,21.104007586407,0.085468722885703,,,,
SDSS3331,0.206,53649.5330479311,21.0942222163315,0.062785510648962,1.211253735421,0.094525308632993,0.021915695745442,0.098146699872403
SDSS8046,0.259,53682.1233369265,21.6255117643802,0.026478502040709,0.894052756104863,0.095781392121326,,
SDSS1580,0.183,53633.4997219642,20.3034068265121,0.031960334628982,0.864978331334676,0.035732511957889,-0.028297899170397,0.044162803292623
SDSS3592,0.087,53644.6739999371,18.6987880652523,0.017432047754917,1.18007254160811,0.043767760314604,-0.06811014039932,0.02297768789039
SDSS5736,0.253,53665.7121639138,21.4427698673124,0.031629209171597,1.0434037612744,0.101476149194139,,
SDSS2165,0.288,53634.6792879388,21.6611223776391,0.025667705382918,0.973712568374204,0.037329190933589,,
SDSS6422,0.184,53666.6915679401,20.2218358760522,0.013075501223401,0.743999863868936,0.055159184624801,-0.138750285824877,0.019893607638164
SDSS7243,0.204,53685.4255839326,20.7935145459287,0.043101302153522,0.853195095409802,0.060997040901521,-0.016253327041703,0.059952890581008
SDSS6249,0.294,53675.7187699241,21.8051959778413,0.031885142105244,0.870415267087246,0.163720517650288,,
SDSS2916,0.124,53644.6337039261,20.1640927172642,0.093913662486227,1.37474524825527,0.157313207524592,0.272961775539848,0.10315237161836
SDSS8707,0.395,53685.3410699258,22.1977768087993,0.051185220530062,,,,
SDSS2440,0.193,53634.4158749418,20.6570371707626,0.02790059802097,0.797149108502609,0.07640258930774,-0.100145397511717,0.040471389976367
SDSS2992,0.127,53639.3039999422,20.0542492723858,0.02687162569532,1.16548583862379,0.077525972474954,0.128927875228733,0.039483445670256
SDSS7847,0.212,53680.6032279228,21.2310073795681,0.026729411337256,1.01913178900271,0.09541686614399,0.150635326273978,0.037261291126038
SDSS1112,0.258,53629.2048659722,21.6412848582308,0.046510050292204,0.996247710427191,0.176993487183059,,
SDSS6699,0.311,53672.5716659303,21.7793022991947,0.046392021531437,1.10828169123705,0.346349342210685,,
SDSS7147,0.11,53679.5484199452,19.4981425538867,0.014717645340776,1.20624599584171,0.13030928415926,-0.00272331919556,0.021293421370239
SDSS2017,0.262,53636.1691199641,21.3507944525877,0.026645914155703,0.873511783071201,0.220696397500973,,
SDSS10106,0.147,53693.6379999238,20.9268354942191,0.042538440526261,,,0.167645922890841,0.05577422713291
SDSS10028,0.065,53693.2639999314,18.3207888570422,0.01060079032081,,,-0.003039312351206,0.015707910781873
SDSS2635,0.143,53638.1734729473,19.8232193744712,0.018810410446087,0.881206329931956,0.049211921829695,-0.058840248273008,0.028509720449508
SDSS6057,0.067,53663.0899999359,18.6819498892986,0.020531620635603,1.14115306327125,0.030265025880444,0.164231509043041,0.02632998283143
SDSS8213,0.185,53684.3629999308,21.0750595151918,0.056763764272045,1.50443610178077,0.122101798207887,0.181623015056616,0.074482552837813
SDSS5350,0.175,53658.3673499261,20.4085999851905,0.042817538302339,1.31729621222387,0.113059867628684,-0.040206674619228,0.058770684777394
SDSS8921,0.145,53693.4714449315,19.9136503635936,0.026341577545014,,,-0.070115785215322,0.048734939464494
SDSS10550,0.3,53692.1052999151,22.0568987119011,0.098815749774324,,,,
SDSS6406,0.125,53674.2204999428,19.6082520946891,0.015054561973875,1.04771087279671,0.066645366136907,0.028114285242793,0.020410716455115
SDSS5966,0.31,53659.7943499192,21.8734825107575,0.096133902071692,0.79937223084076,0.13257897907167,,
SDSS2031,0.153,53636.2229999518,19.7049284977,0.015775627591519,0.946238526262988,0.019865996027197,-0.075494829925972,0.026890922041426
SDSS9207,0.35,53689.3368999163,21.9883437588032,0.085668985267122,,,,
SDSS3451,0.25,53644.5809999267,20.9873367713544,0.035135874858604,0.909735750207545,0.078404116491217,,
SDSS5533,0.22,53667.6198599238,21.2051591801963,0.018630822440871,1.10188037564461,0.132059740866788,,
SDSS1241,0.087,53635.3089999552,19.0855998616129,0.016256919661175,1.32849675168261,0.071322213845478,0.071074980570593,0.021725504903056
SDSS5751,0.13,53666.6539999232,20.1667076880739,0.025585120626225,1.06368507312138,0.051732029698309,0.269584450673364,0.034960943195812
SDSS3241,0.259,53647.9565169169,20.9814381685388,0.048206764557544,1.19217104527084,0.06541595139449,,
SDSS1253,0.262,53634.4312839472,21.2431762328072,0.047525312882594,1.31566829359845,0.295301562081067,,
SDSS3080,0.174,53646.7302699324,20.2285134700065,0.032809175871249,0.931761842326409,0.05482283407259,-0.033089189963334,0.051966134760236
SDSS2372,0.181,53636.8292089347,20.5809813922997,0.022516684114018,1.13432740738154,0.123923688117654,0.040102147981244,0.030779833507387
SDSS5916,0.172,53666.0744999644,20.5273070906953,0.030181281461043,1.43357440296663,0.106453946843608,0.095794326424979,0.047249795059546
SDSS7475,0.322,53676.1834939256,21.4871875610435,0.03397926255689,1.14150791269083,0.068129278849947,,
SDSS6936,0.181,53680.0331319503,20.5465770268208,0.023413166837994,0.980161980237156,0.050880538679487,-0.021334631913,0.040211206977586
SDSS5994,0.187,53666.7309709242,20.5598858550587,0.032660724643975,0.957799122265989,0.061357556165544,0.02671747026568,0.049830165394929
SDSS2943,0.265,53640.9688299345,21.3581760418848,0.035809289934693,0.824266917874539,0.102054222076958,,
SDSS11300,0.147,53699.2688979234,20.2786973074619,0.015114842988088,,,0.093288652849104,0.020966135638013
SDSS6192,0.272,53673.140463934,21.7298930893304,0.035955610190627,1.35853561182145,0.05680101043252,,
SDSS8719,0.116,53689.357999931,19.321761070824,0.039313146152303,,,-0.125928814364755,0.057228745946448
SDSS3452,0.23,53648.6645499241,20.8119310565795,0.010703604684149,0.945219293629656,0.043932393419206,,
SDSS6933,0.213,53678.7145119197,20.775049600936,0.016717749867214,0.996487718428412,0.038909156586102,-0.048804716958813,0.021487083389566
SDSS6649,0.314,53676.8532959278,21.5294565461997,0.041350882025337,0.99656562260445,0.080927941532045,,
SDSS6304,0.19,53672.2958499512,20.9424630251049,0.018444366799127,1.00699451716672,0.14078757689472,0.09822128891831,0.027993395648053
SDSS2308,0.148,53629.9659999534,19.5442984553531,0.021474764603869,0.87247183917578,0.058877771150585,-0.140880753529494,0.037397062762177
SDSS6924,0.328,53673.62806393,21.5987130143854,0.009275763686603,0.784996353588596,0.109429081835501,,
SDSS10449,0.244,53700.0647279208,21.0254613626825,0.029683722991115,,,,
SDSS5957,0.28,53668.0431599198,21.5199324190503,0.045188233507197,1.23281861632904,0.204377334932476,,
SDSS9457,0.257,53689.3653049224,21.4552619457068,0.08311624290098,,,,
SDSS5550,0.156,53669.7676039497,19.807384872334,0.009046247506938,0.657058417150509,0.056584770984912,-0.104197087248401,0.013833036377571
